"","m","upper","lower","norm_upper","norm_lower","w_norm_CI","w_new_CI","critical_span_condition","reread_condition","linear","new_p_val","n_sim"
"1",0.00115781627100682,0.00134175761737305,0.000972027090717686,0.00134366949868824,0.000971963043325395,0.000371706455362848,0.000369730526655362,0,0,"linear",0.001,1000
"2",0.00136551530250411,0.00153453466697493,0.00118910573596367,0.00155502359563846,0.00117600700936976,0.000379016586268707,0.000345428931011266,0,0,"nonlinear",0.001,1000
"3",0.000215493445019239,0.000498856108617507,-9.0311461502604e-05,0.000511191556655023,-8.02046666165449e-05,0.000591396223271568,0.000589167570120111,0,1,"linear",0.144,1000
"4",0.000234553885984765,0.000532147493689949,-7.50837981891608e-05,0.000540273341990268,-7.11655700207375e-05,0.000611438912011006,0.00060723129187911,0,1,"nonlinear",0.126,1000
"5",0.00113845832942734,0.00140206823925353,0.000893003226469122,0.00139713386539012,0.000879782793464562,0.000517351071925563,0.000509065012784411,1,0,"linear",0.001,1000
"6",0.00138177677098732,0.00166331004488476,0.00110383836547643,0.00165093020064227,0.00111262334133237,0.000538306859309908,0.000559471679408334,1,0,"nonlinear",0.001,1000
"7",0.000695776024795942,0.00116974335441815,0.000213235672114706,0.00120000056406393,0.000191551485527954,0.00100844907853598,0.000956507682303441,1,1,"linear",0.005,1000
"8",0.000759278245288809,0.00138750121010571,7.87945793872602e-05,0.00138766641603834,0.000130890074539274,0.00125677634149907,0.00130870663071845,1,1,"nonlinear",0.025,1000
