"","m","upper","lower","norm_upper","norm_lower","w_norm_CI","w_new_CI","critical_span_condition","reread_condition","linear","new_p_val","n_sim"
"1",0.000839712632608434,0.000970727852323949,0.000704665947914758,0.000974860423133855,0.000704564842083013,0.000270295581050842,0.00026606190440919,0,0,"linear",0.001,1000
"2",0.00104454398661533,0.00118305951744609,0.0009101435532553,0.00118218030919863,0.000906907664032029,0.000275272645166598,0.000272915964190788,0,0,"nonlinear",0.001,1000
"3",0.000167590526791121,0.000351321265221977,-2.14281923998489e-05,0.000362898740095405,-2.77176865131624e-05,0.000390616426608567,0.000372749457621826,0,1,"linear",0.074,1000
"4",0.000240079554725903,0.000461260033974162,1.61936667219422e-05,0.000465210293569023,1.49488158827835e-05,0.000450261477686239,0.00044506636725222,0,1,"nonlinear",0.039,1000
"5",0.000741795517465312,0.000910772532776524,0.000557276840156708,0.000912030067133232,0.000571560967797392,0.00034046909933584,0.000353495692619816,1,0,"linear",0.001,1000
"6",0.000887924700837213,0.00108093250680969,0.000711742846111927,0.00106558561173265,0.000710263789941774,0.000355321821790878,0.00036918966069776,1,0,"nonlinear",0.001,1000
"7",0.000408160847552455,0.000665200971247199,0.000138419604506947,0.000674658594434066,0.000141663100670843,0.000532995493763223,0.000526781366740253,1,1,"linear",0.003,1000
"8",0.000564187742433339,0.000937701378865204,0.000182006243473886,0.000955727467083379,0.0001726480177833,0.000783079449300079,0.000755695135391319,1,1,"nonlinear",0.011,1000
