,critical_span_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,corrected_surp_p_val,corrected_prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,0,0,linear,3.71232725753062e-68,1.5818468095429498e-22,3.71232725753062e-67,1.5818468095429498e-21,***,***,180,90,180,125,30,30
1,0,0,nonlinear,0.0,0.0,0.0,0.0,***,***,260,90,260,125,30,30
2,0,1,linear,2.52461642855922e-05,0.003447091426914,0.00025246164285592197,0.03447091426914,***,*,180,550,180,585,30,30
3,0,1,nonlinear,2.07109436453079e-05,0.0072225683398597,0.000207109436453079,0.072225683398597,***,(.),260,550,260,585,30,30
4,1,0,linear,1.05409555708071e-20,6.614514177099881e-10,1.0540955570807101e-19,6.614514177099881e-09,***,***,670,90,670,125,30,30
5,1,0,nonlinear,0.0,0.0,0.0,0.0,***,***,750,90,750,125,30,30
6,1,1,linear,0.0002917857284917,0.0195511296366918,0.002917857284917,0.195511296366918,**,(.),670,550,670,585,30,30
7,1,1,nonlinear,8.69577477703998e-05,0.0051900763764805,0.000869577477703998,0.051900763764805,***,(.),750,550,750,585,30,30
