"","surp_p_val","prev_surp_p_val","converged","critical_span_condition","reread_condition","linear","additive_model"
"1",2.66981310619751e-55,7.00571867483279e-18,TRUE,0,0,"linear",TRUE
"2",1.37038519064693e-44,1.25962652417913e-16,TRUE,0,0,"linear",TRUE
"3",1.87580001659073e-46,1.5917476073284e-17,TRUE,0,0,"linear",TRUE
"4",8.29626379048915e-37,1.63941211728229e-17,TRUE,0,0,"linear",TRUE
"5",2.45493716090072e-44,5.20701096518758e-20,TRUE,0,0,"linear",TRUE
"6",6.74586306314488e-39,4.04822687889404e-23,TRUE,0,0,"linear",TRUE
"7",1.85038530969698e-41,8.34175458011304e-21,TRUE,0,0,"linear",TRUE
"8",9.16544557415645e-40,8.52032013888156e-18,TRUE,0,0,"linear",TRUE
"9",8.73695984089133e-49,2.04794635791666e-22,TRUE,0,0,"linear",TRUE
"10",1.58033623136865e-41,1.00266112677822e-21,TRUE,0,0,"linear",TRUE
"11",0,0,TRUE,0,0,"nonlinear",TRUE
"12",0,0,TRUE,0,0,"nonlinear",TRUE
"13",0,0,TRUE,0,0,"nonlinear",TRUE
"14",0,0,TRUE,0,0,"nonlinear",TRUE
"15",0,0,TRUE,0,0,"nonlinear",TRUE
"16",0,0,TRUE,0,0,"nonlinear",TRUE
"17",0,0,TRUE,0,0,"nonlinear",TRUE
"18",0,0,TRUE,0,0,"nonlinear",TRUE
"19",0,0,TRUE,0,0,"nonlinear",TRUE
"20",0,0,TRUE,0,0,"nonlinear",TRUE
"21",0.00092939614255096,0.476325921918477,TRUE,0,1,"linear",TRUE
"22",0.0023254276683329,0.330103016138939,TRUE,0,1,"linear",TRUE
"23",0.000170698982830486,0.0262865570424487,TRUE,0,1,"linear",TRUE
"24",0.0379306578537629,0.0027917906721735,TRUE,0,1,"linear",TRUE
"25",0.059490063507896,0.107262532106379,TRUE,0,1,"linear",TRUE
"26",1.72488672268951e-06,0.0205608417424222,TRUE,0,1,"linear",TRUE
"27",0.000338781025180445,0.111559284601614,TRUE,0,1,"linear",TRUE
"28",0.000322138277450152,0.00586055784415622,TRUE,0,1,"linear",TRUE
"29",1.79297494396625e-05,0.475816359192971,TRUE,0,1,"linear",TRUE
"30",0.0772189802177467,0.59028696438115,TRUE,0,1,"linear",TRUE
"31",0.000202702305158509,0.545352955497382,TRUE,0,1,"nonlinear",TRUE
"32",0.000662104675236586,0.295616381250562,TRUE,0,1,"nonlinear",TRUE
"33",0.00528191936227279,0.335474989101317,TRUE,0,1,"nonlinear",TRUE
"34",0.0022239060600267,0.0238116084228864,TRUE,0,1,"nonlinear",TRUE
"35",0.000803007884358664,0.0399712467688459,TRUE,0,1,"nonlinear",TRUE
"36",0.0432349926318922,0.41067312670726,TRUE,0,1,"nonlinear",TRUE
"37",0.000844008693659748,0.845282357695609,TRUE,0,1,"nonlinear",TRUE
"38",0.00762824779356736,0.0312864865542176,TRUE,0,1,"nonlinear",TRUE
"39",0.00506484687552111,0.138722589547641,TRUE,0,1,"nonlinear",TRUE
"40",0.0848159959439829,0.064837106127109,TRUE,0,1,"nonlinear",TRUE
"41",6.97130262837475e-11,1.05091562825754e-05,TRUE,1,0,"linear",TRUE
"42",1.61269718450576e-13,5.24957783492312e-09,TRUE,1,0,"linear",TRUE
"43",2.13313930286885e-14,7.42849632548714e-07,TRUE,1,0,"linear",TRUE
"44",4.19411444925771e-13,0.000827975662363664,TRUE,1,0,"linear",TRUE
"45",1.25464345365227e-11,4.10792743864474e-06,TRUE,1,0,"linear",TRUE
"46",2.57718634208356e-12,5.14742309087948e-06,TRUE,1,0,"linear",TRUE
"47",3.28944708299224e-13,3.88580087871295e-08,TRUE,1,0,"linear",TRUE
"48",9.44054743981835e-12,4.76161150808223e-07,TRUE,1,0,"linear",TRUE
"49",3.98388196699432e-15,7.00986212101356e-10,TRUE,1,0,"linear",TRUE
"50",4.77445035435141e-15,1.07164694032611e-08,TRUE,1,0,"linear",TRUE
"51",0,1.3651042956031e-06,TRUE,1,0,"nonlinear",TRUE
"52",0,2.791411105596e-07,TRUE,1,0,"nonlinear",TRUE
"53",0,0,TRUE,1,0,"nonlinear",TRUE
"54",0,0,TRUE,1,0,"nonlinear",TRUE
"55",0,0,TRUE,1,0,"nonlinear",TRUE
"56",0,0.000102104758307853,TRUE,1,0,"nonlinear",TRUE
"57",0,0,TRUE,1,0,"nonlinear",TRUE
"58",0,0,TRUE,1,0,"nonlinear",TRUE
"59",0,0,TRUE,1,0,"nonlinear",TRUE
"60",0,8.65049388026895e-06,TRUE,1,0,"nonlinear",TRUE
"61",0.00471201860278426,0.467138969647197,TRUE,1,1,"linear",TRUE
"62",0.00727699250674456,0.788732048002489,TRUE,1,1,"linear",TRUE
"63",0.000474297665398337,0.257371371245567,TRUE,1,1,"linear",TRUE
"64",0.0935808996491171,0.124526146787096,TRUE,1,1,"linear",TRUE
"65",0.00332540038434203,0.348063731704926,TRUE,1,1,"linear",TRUE
"66",0.00499675883122011,0.670017879096459,TRUE,1,1,"linear",TRUE
"67",0.000477889397192233,0.55656345556129,TRUE,1,1,"linear",TRUE
"68",0.000193334847175323,0.847268961789405,TRUE,1,1,"linear",TRUE
"69",0.0111288507686744,0.448774649297452,TRUE,1,1,"linear",TRUE
"70",0.0257605328939046,0.537509690066025,TRUE,1,1,"linear",TRUE
"71",0.0279649831935083,0.136444707662014,TRUE,1,1,"nonlinear",TRUE
"72",0.0179433950329696,0.783782287467969,TRUE,1,1,"nonlinear",TRUE
"73",0.00480019703233026,0.256211615706706,TRUE,1,1,"nonlinear",TRUE
"74",0.0765085948092026,0.120410319758249,TRUE,1,1,"nonlinear",TRUE
"75",0.00211596381405338,0.294685785045568,TRUE,1,1,"nonlinear",TRUE
"76",0.0126995172773631,0.501837050961517,TRUE,1,1,"nonlinear",TRUE
"77",0.0405207307261932,0.27351618516187,TRUE,1,1,"nonlinear",TRUE
"78",0.00196964996079441,0.204885728479792,TRUE,1,1,"nonlinear",TRUE
"79",0.0316550205161832,0.588391914789952,TRUE,1,1,"nonlinear",TRUE
"80",0.0133981392779048,0.811779708450175,TRUE,1,1,"nonlinear",TRUE
