,critical_span_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,corrected_surp_p_val,corrected_prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,0,0,linear,5.57792028967206e-109,3.56203411552649e-29,5.57792028967206e-108,3.56203411552649e-28,***,***,180,90,180,125,30,30
1,0,0,nonlinear,0.0,0.0,0.0,0.0,***,***,260,90,260,125,30,30
2,0,1,linear,1.20427514617973e-06,0.0127720256263106,1.20427514617973e-05,0.127720256263106,***,(.),180,550,180,585,30,30
3,0,1,nonlinear,6.85842978187523e-07,0.0117202322733346,6.8584297818752304e-06,0.117202322733346,***,(.),260,550,260,585,30,30
4,1,0,linear,3.1670766331739e-35,1.28992419084202e-14,3.1670766331739003e-34,1.28992419084202e-13,***,***,670,90,670,125,30,30
5,1,0,nonlinear,0.0,0.0,0.0,0.0,***,***,750,90,750,125,30,30
6,1,1,linear,2.14780190923039e-05,0.0010671035413842,0.000214780190923039,0.010671035413842001,***,*,670,550,670,585,30,30
7,1,1,nonlinear,9.76167879895851e-05,0.0006394941275723,0.0009761678798958511,0.0063949412757229995,***,**,750,550,750,585,30,30
