,critical_span_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,0,0,linear,1.325957632551477e-35,6.964264874457971e-13,***,***,180,90,180,125,30,30
1,0,0,nonlinear,0.0,0.0,***,***,260,90,260,125,30,30
2,0,1,linear,0.028544892465017326,0.1513025421196005,*,(.),180,550,180,585,30,30
3,0,1,nonlinear,0.01112701315629381,0.16642577080499912,*,(.),260,550,260,585,30,30
4,1,0,linear,2.706910596162115e-15,1.9362917030379916e-06,***,***,670,90,670,125,30,30
5,1,0,nonlinear,0.0,2.0631836261170774e-06,***,***,750,90,750,125,30,30
6,1,1,linear,0.05402426430424342,0.5058773142025412,(.),(.),670,550,670,585,30,30
7,1,1,nonlinear,0.030710869549741802,0.3024418118160974,*,(.),750,550,750,585,30,30
