,Unnamed: 0,surp_p_val,prev_surp_p_val,converged,critical_span_condition,reread_condition,linear,additive_model,corrected_surp_p_val,corrected_prev_surp_p_val
0,1,2.15357147643265e-57,1.5617849377148198e-12,True,0,0,linear,True,2.15357147643265e-56,1.5617849377148198e-11
1,2,3.1964101662912e-52,1.17787266854061e-20,True,0,0,linear,True,3.1964101662912e-51,1.17787266854061e-19
2,3,6.5602363362353806e-46,2.3359853145352202e-17,True,0,0,linear,True,6.56023633623538e-45,2.3359853145352203e-16
3,4,3.95330416597387e-57,3.3137577526203e-21,True,0,0,linear,True,3.95330416597387e-56,3.3137577526203e-20
4,5,1.3932536642326e-51,9.80212990422006e-15,True,0,0,linear,True,1.3932536642326e-50,9.80212990422006e-14
5,6,1.18483498036659e-53,7.30784193346044e-17,True,0,0,linear,True,1.1848349803665901e-52,7.30784193346044e-16
6,7,1.30725308912583e-55,1.3369174778733501e-20,True,0,0,linear,True,1.30725308912583e-54,1.3369174778733502e-19
7,8,3.57730329638637e-48,4.4297470372391495e-22,True,0,0,linear,True,3.57730329638637e-47,4.42974703723915e-21
8,9,3.25173291873068e-45,1.2261926465276901e-15,True,0,0,linear,True,3.25173291873068e-44,1.2261926465276902e-14
9,10,3.7470218596668e-59,7.77111966300344e-17,True,0,0,linear,True,3.7470218596668e-58,7.77111966300344e-16
10,11,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
11,12,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
12,13,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
13,14,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
14,15,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
15,16,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
16,17,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
17,18,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
18,19,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
19,20,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
20,21,0.230029249698154,0.0957711369364721,True,0,1,linear,True,1.0,0.957711369364721
21,22,0.0017448283115861,0.0184701730665788,True,0,1,linear,True,0.017448283115861,0.18470173066578802
22,23,0.0246970731006396,0.0319429650096073,True,0,1,linear,True,0.246970731006396,0.319429650096073
23,24,0.01422680172791,0.5382316424946,True,0,1,linear,True,0.1422680172791,1.0
24,25,0.0234440866900938,0.568133798132563,True,0,1,linear,True,0.23444086690093802,1.0
25,26,0.240283199205986,0.479477339675213,True,0,1,linear,True,1.0,1.0
26,27,0.0066963531204648,0.536878518644692,True,0,1,linear,True,0.066963531204648,1.0
27,28,0.0072948520163204,0.0725305495442689,True,0,1,linear,True,0.072948520163204,0.725305495442689
28,29,0.0090903966488242,0.772451889908314,True,0,1,linear,True,0.090903966488242,1.0
29,30,0.0009364797746209,0.910566485126546,True,0,1,linear,True,0.009364797746209,1.0
30,31,0.0005974312680882,0.786867815118927,True,0,1,nonlinear,True,0.005974312680882,1.0
31,32,0.000129604512136,0.610879439005725,True,0,1,nonlinear,True,0.00129604512136,1.0
32,33,0.0047548604880425,0.193345125547084,True,0,1,nonlinear,True,0.047548604880425005,1.0
33,34,0.0052789336242546,0.0574285981656282,True,0,1,nonlinear,True,0.052789336242545996,0.574285981656282
34,35,0.155297763176395,0.500344731625339,True,0,1,nonlinear,True,1.0,1.0
35,36,0.108695698486197,0.0267712044869367,True,0,1,nonlinear,True,1.0,0.267712044869367
36,37,0.0006364229492238,0.0897530991137263,True,0,1,nonlinear,True,0.006364229492238,0.897530991137263
37,38,0.0047295920141465,0.4828314226325,True,0,1,nonlinear,True,0.047295920141465005,1.0
38,39,0.0016706287390538,0.113664383177614,True,0,1,nonlinear,True,0.016706287390538,1.0
39,40,0.0024160752896512,0.816859323254575,True,0,1,nonlinear,True,0.024160752896511997,1.0
