,critical_span_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,0,0,linear,5.056204334403862e-75,5.956596108684127e-19,***,***,180,90,180,125,30,30
1,0,0,nonlinear,0.0,0.0,***,***,260,90,260,125,30,30
2,0,1,linear,0.009582536858177792,0.21084735527958576,**,(.),180,550,180,585,30,30
3,0,1,nonlinear,0.006285401894609455,0.13313243024151497,**,(.),260,550,260,585,30,30
4,1,0,linear,5.23066318934386e-28,2.9940805333227427e-05,***,***,670,90,670,125,30,30
5,1,0,nonlinear,0.0,7.36224772701632e-08,***,***,750,90,750,125,30,30
6,1,1,linear,0.011367710771438912,0.6033293481930911,*,(.),670,550,670,585,30,30
7,1,1,nonlinear,0.007644060160485691,0.296622627409092,**,(.),750,550,750,585,30,30
