"","x","y","critical_span_condition","reread_condition"
"1",0.0145879212240534,0.0708213343437414,0,0
"2",0.0355536070457824,0.0745966285983761,0,0
"3",0.0565192928675112,0.0782254567682718,0,0
"4",0.0774849786892401,0.0816763186303408,0,0
"5",0.098450664510969,0.0849369552685267,0,0
"6",0.119416350332698,0.0879907726575336,0,0
"7",0.140382036154427,0.0908253955071164,0,0
"8",0.161347721976156,0.0934327942741892,0,0
"9",0.182313407797885,0.0958092877781907,0,0
"10",0.203279093619613,0.097955425462879,0,0
"11",0.224244779441342,0.0998757572356712,0,0
"12",0.245210465263071,0.101578502295924,0,0
"13",0.2661761510848,0.103075131344981,0,0
"14",0.287141836906529,0.104379878974888,0,0
"15",0.308107522728258,0.105500295968049,0,0
"16",0.329073208549987,0.106460105906046,0,0
"17",0.350038894371715,0.107286225670235,0,0
"18",0.371004580193444,0.107998165837009,0,0
"19",0.391970266015173,0.108615134136392,0,0
"20",0.412935951836902,0.109155587887681,0,0
"21",0.433901637658631,0.109636850856599,0,0
"22",0.45486732348036,0.110074800898885,0,0
"23",0.475833009302089,0.110483631923442,0,0
"24",0.496798695123818,0.110875690976619,0,0
"25",0.517764380945547,0.111261388687794,0,0
"26",0.538730066767275,0.11164917898867,0,0
"27",0.559695752589004,0.112046618236974,0,0
"28",0.580661438410733,0.112458306998377,0,0
"29",0.601627124232462,0.112886510996356,0,0
"30",0.622592810054191,0.113332381016811,0,0
"31",0.64355849587592,0.113795910518339,0,0
"32",0.664524181697649,0.114276151648092,0,0
"33",0.685489867519377,0.114771427832044,0,0
"34",0.706455553341106,0.115279535862748,0,0
"35",0.727421239162835,0.11579793165232,0,0
"36",0.748386924984564,0.116323895136138,0,0
"37",0.769352610806293,0.116854671158483,0,0
"38",0.790318296628022,0.117387584501397,0,0
"39",0.811283982449751,0.117919857944386,0,0
"40",0.83224966827148,0.118449044755648,0,0
"41",0.853215354093209,0.118973254279839,0,0
"42",0.874181039914937,0.119490869356876,0,0
"43",0.895146725736666,0.120000542886249,0,0
"44",0.916112411558395,0.120501176103848,0,0
"45",0.937078097380124,0.120991889392395,0,0
"46",0.958043783201853,0.121471988650869,0,0
"47",0.979009469023582,0.121940929867525,0,0
"48",0.999975154845311,0.122398284094077,0,0
"49",1.02094084066704,0.122843704531222,0,0
"50",1.04190652648877,0.123276863539675,0,0
"51",1.0628722123105,0.123696257886176,0,0
"52",1.08383789813223,0.124102831128833,0,0
"53",1.10480358395396,0.124496299023132,0,0
"54",1.12576926977568,0.124876347642007,0,0
"55",1.14673495559741,0.125242624759556,0,0
"56",1.16770064141914,0.125594733132866,0,0
"57",1.18866632724087,0.125932225301788,0,0
"58",1.2096320130626,0.126254599707176,0,0
"59",1.23059769888433,0.126561298124272,0,0
"60",1.25156338470606,0.12685170460278,0,0
"61",1.27252907052779,0.127125146282302,0,0
"62",1.29349475634952,0.127380560301514,0,0
"63",1.31446044217124,0.127615850486991,0,0
"64",1.33542612799297,0.127831675393331,0,0
"65",1.3563918138147,0.128027204620649,0,0
"66",1.37735749963643,0.128201618728994,0,0
"67",1.39832318545816,0.128354135976938,0,0
"68",1.41928887127989,0.128484042667793,0,0
"69",1.44025455710162,0.128590726101758,0,0
"70",1.46122024292335,0.128673708824573,0,0
"71",1.48218592874507,0.128732682602561,0,0
"72",1.5031516145668,0.1287675403569,0,0
"73",1.52411730038853,0.128778404171473,0,0
"74",1.54508298621026,0.128764881521753,0,0
"75",1.56604867203199,0.128726973148937,0,0
"76",1.58701435785372,0.12866729177543,0,0
"77",1.60798004367545,0.128587097984617,0,0
"78",1.62894572949718,0.128487878499724,0,0
"79",1.64991141531891,0.128371309486962,0,0
"80",1.67087710114063,0.128239210593193,0,0
"81",1.69184278696236,0.12809349153576,0,0
"82",1.71280847278409,0.127936093522027,0,0
"83",1.73377415860582,0.127768928137997,0,0
"84",1.75473984442755,0.127593816590723,0,0
"85",1.77570553024928,0.127412432302671,0,0
"86",1.79667121607101,0.127226082380021,0,0
"87",1.81763690189274,0.127036134487857,0,0
"88",1.83860258771447,0.126843691886357,0,0
"89",1.85956827353619,0.126649324372203,0,0
"90",1.88053395935792,0.12645332668791,0,0
"91",1.90149964517965,0.126255741808883,0,0
"92",1.92246533100138,0.126056396424652,0,0
"93",1.94343101682311,0.125854946514206,0,0
"94",1.96439670264484,0.125650930416025,0,0
"95",1.98536238846657,0.125443826428524,0,0
"96",2.0063280742883,0.125233111761325,0,0
"97",2.02729376011003,0.125018319602852,0,0
"98",2.04825944593175,0.124798792661929,0,0
"99",2.06922513175348,0.124574460077308,0,0
"100",2.09019081757521,0.124345545350841,0,0
"101",2.11115650339694,0.124112315439643,0,0
"102",2.13212218921867,0.123875244512004,0,0
"103",2.1530878750404,0.12363500086075,0,0
"104",2.17405356086213,0.123392423580266,0,0
"105",2.19501924668386,0.123148490988971,0,0
"106",2.21598493250559,0.122904283140179,0,0
"107",2.23695061832731,0.122660940985223,0,0
"108",2.25791630414904,0.122419624827459,0,0
"109",2.27888198997077,0.122181474632872,0,0
"110",2.2998476757925,0.121948007474088,0,0
"111",2.32081336161423,0.121720078659731,0,0
"112",2.34177904743596,0.121498441439668,0,0
"113",2.36274473325769,0.121283824233414,0,0
"114",2.38371041907942,0.121076838616215,0,0
"115",2.40467610490115,0.120877988138747,0,0
"116",2.42564179072287,0.120687682446972,0,0
"117",2.4466074765446,0.120506254917863,0,0
"118",2.46757316236633,0.120333981871999,0,0
"119",2.48853884818806,0.120171101385501,0,0
"120",2.50950453400979,0.120017829799285,0,0
