,critical_span_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,0,0,linear,4.780197096527635e-185,3.049121217277408e-59,***,***,180,90,180,125,30,30
1,0,0,nonlinear,0.0,0.0,***,***,260,90,260,125,30,30
2,0,1,linear,2.7465597425086373e-06,0.03770597955884748,***,*,180,550,180,585,30,30
3,0,1,nonlinear,1.027721079623345e-05,0.005110105222277666,***,**,260,550,260,585,30,30
4,1,0,linear,7.807530562385263e-65,7.842451629613255e-27,***,***,670,90,670,125,30,30
5,1,0,nonlinear,0.0,0.0,***,***,750,90,750,125,30,30
6,1,1,linear,0.0009668348901584261,0.0014431265065884124,***,**,670,550,670,585,30,30
7,1,1,nonlinear,0.014751761806884835,0.031155381821003532,*,*,750,550,750,585,30,30
