,critical_span_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,corrected_surp_p_val,corrected_prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,0,0,linear,9.13987305376876e-219,3.13843494437928e-95,9.13987305376876e-218,3.1384349443792796e-94,***,***,180,90,180,125,30,30
1,0,0,nonlinear,0.0,0.0,0.0,0.0,***,***,260,90,260,125,30,30
2,0,1,linear,3.40358832725573e-16,3.10736856477445e-05,3.4035883272557297e-15,0.000310736856477445,***,***,180,550,180,585,30,30
3,0,1,nonlinear,0.0,5.76283273256983e-06,0.0,5.76283273256983e-05,***,***,260,550,260,585,30,30
4,1,0,linear,5.2764283332578697e-79,5.36855669554772e-35,5.27642833325787e-78,5.36855669554772e-34,***,***,670,90,670,125,30,30
5,1,0,nonlinear,0.0,0.0,0.0,0.0,***,***,750,90,750,125,30,30
6,1,1,linear,4.36102731400683e-08,0.000215115572002,4.36102731400683e-07,0.0021511557200200003,***,**,670,550,670,585,30,30
7,1,1,nonlinear,1.8564942949606e-07,9.02776264715133e-05,1.8564942949606e-06,0.0009027762647151329,***,***,750,550,750,585,30,30
