,critical_span_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,0,0,linear,3.944795272711403e-101,9.509206975464532e-19,***,***,180,90,180,125,30,30
1,0,0,nonlinear,0.0,0.0,***,***,260,90,260,125,30,30
2,0,1,linear,0.033596542876816717,0.29833432712607644,*,(.),180,550,180,585,30,30
3,0,1,nonlinear,0.0032302776116022586,0.06997921950540267,**,(.),260,550,260,585,30,30
4,1,0,linear,4.345441175341268e-34,4.873130914212647e-08,***,***,670,90,670,125,30,30
5,1,0,nonlinear,0.0,0.0,***,***,750,90,750,125,30,30
6,1,1,linear,0.0031651740659108607,0.2188283980263713,**,(.),670,550,670,585,30,30
7,1,1,nonlinear,0.014983136249178611,0.0774831992985022,*,(.),750,550,750,585,30,30
