"","m","upper","lower","norm_upper","norm_lower","w_norm_CI","w_new_CI","critical_span_condition","reread_condition","linear","new_p_val","n_sim"
"1",0.000981703122846985,0.00110564179964652,0.000853312830998404,0.0011181686865218,0.000845237559172169,0.000272931127349632,0.000252328968648115,0,0,"linear",0.001,1000
"2",0.00110994787688791,0.00124452084382523,0.000973100172949893,0.00125072519854972,0.000969170555226101,0.00028155464332362,0.000271420670875334,0,0,"nonlinear",0.001,1000
"3",0.000252600739594224,0.000447380367699371,6.66963698756898e-05,0.000445578728735403,5.96227504530449e-05,0.000385955978282358,0.000380683997823681,0,1,"linear",0.01,1000
"4",0.000289290569342735,0.000500120496283779,7.6089641962881e-05,0.000502989717418839,7.55914212666314e-05,0.000427398296152207,0.000424030854320898,0,1,"nonlinear",0.012,1000
"5",0.000814422183600075,0.0009858944859139,0.000657330289103267,0.000984744467892475,0.000644099899307674,0.000340644568584801,0.000328564196810633,1,0,"linear",0.001,1000
"6",0.00106829691248781,0.00125510796045007,0.000893034735462753,0.0012466145943121,0.000889979230663527,0.000356635363648573,0.000362073224987314,1,0,"nonlinear",0.001,1000
"7",0.000494488851177277,0.000796521594832143,0.000208385526532947,0.000779749055191125,0.000209228647163428,0.000570520408027697,0.000588136068299196,1,1,"linear",0.001,1000
"8",0.00059165353355374,0.000977808894062656,0.000248262263678785,0.000957129724131525,0.000226177342975956,0.000730952381155569,0.000729546630383871,1,1,"nonlinear",0.003,1000
