"","surp_p_val","prev_surp_p_val","converged","critical_span_condition","reread_condition","linear","additive_model"
"1",7.28364102924323e-47,2.25039990521583e-16,TRUE,0,0,"linear",TRUE
"2",6.48811790641796e-43,5.02115332604086e-19,TRUE,0,0,"linear",TRUE
"3",9.75235554995006e-48,2.20366323162737e-21,TRUE,0,0,"linear",TRUE
"4",1.03300327750001e-37,4.9003111067591e-16,TRUE,0,0,"linear",TRUE
"5",9.16560042740935e-42,1.01614402751207e-17,TRUE,0,0,"linear",TRUE
"6",5.31440840981658e-43,3.14864498115534e-15,TRUE,0,0,"linear",TRUE
"7",9.28183747192031e-29,3.71156253012754e-20,TRUE,0,0,"linear",TRUE
"8",3.63281232792617e-43,3.05521497279232e-14,TRUE,0,0,"linear",TRUE
"9",5.81524330146224e-43,8.50159599211321e-19,TRUE,0,0,"linear",TRUE
"10",4.10543043243698e-40,4.19475600734198e-18,TRUE,0,0,"linear",TRUE
"11",0,0,TRUE,0,0,"nonlinear",TRUE
"12",0,0,TRUE,0,0,"nonlinear",TRUE
"13",0,0,TRUE,0,0,"nonlinear",TRUE
"14",0,0,TRUE,0,0,"nonlinear",TRUE
"15",0,0,TRUE,0,0,"nonlinear",TRUE
"16",0,0,TRUE,0,0,"nonlinear",TRUE
"17",0,0,TRUE,0,0,"nonlinear",TRUE
"18",0,0,TRUE,0,0,"nonlinear",TRUE
"19",0,0,TRUE,0,0,"nonlinear",TRUE
"20",0,0,TRUE,0,0,"nonlinear",TRUE
"21",0.00128194628289655,0.0989384811750052,TRUE,0,1,"linear",TRUE
"22",0.00734490951686718,0.232218285308824,TRUE,0,1,"linear",TRUE
"23",0.563030401617348,0.061657469189455,TRUE,0,1,"linear",TRUE
"24",0.0227957752476663,0.42295162187196,TRUE,0,1,"linear",TRUE
"25",0.0193582117969589,0.255206533673744,TRUE,0,1,"linear",TRUE
"26",0.0553558984280954,0.0515899152119622,TRUE,0,1,"linear",TRUE
"27",0.00317206571858574,0.434913387399793,TRUE,0,1,"linear",TRUE
"28",0.137919511570431,0.661787523482668,TRUE,0,1,"linear",TRUE
"29",0.0135333674471451,0.100789965341347,TRUE,0,1,"linear",TRUE
"30",0.000814540150898071,0.905893631796432,TRUE,0,1,"linear",TRUE
"31",0.0252654935770897,0.304766148208938,TRUE,0,1,"nonlinear",TRUE
"32",1.76714757368912e-05,0.0693567942917304,TRUE,0,1,"nonlinear",TRUE
"33",0.0209875652492129,0.392125073566947,TRUE,0,1,"nonlinear",TRUE
"34",0.0410838545766026,0.0706157271569667,TRUE,0,1,"nonlinear",TRUE
"35",0.0206711250344978,0.00370408230584823,TRUE,0,1,"nonlinear",TRUE
"36",0.0377983772322164,0.289923688380721,TRUE,0,1,"nonlinear",TRUE
"37",0.0182006395330691,0.431681563423718,TRUE,0,1,"nonlinear",TRUE
"38",0.0725078296347527,0.0747636002887486,TRUE,0,1,"nonlinear",TRUE
