"time","surp_column","zoom_in","zoom_in_threshold","reread","reread_10_11","filter_hunting"
2024-08-20 10:52:36.850132,"meta-llama-Llama-2-7b-chat-hf-Surprisal-Context-P-P",TRUE,0.0031333896331489,1,FALSE,FALSE
2024-09-04 10:53:42.867858,"meta-llama-Llama-2-7b-chat-hf-Surprisal-Context-P-P",TRUE,0.0031333896331489,1,FALSE,FALSE
