,Unnamed: 0,X,surp_p_val,prev_surp_p_val,has_preview_condition,reread_condition,linear,additive_model,context,context_type,filler_plot,exclude_RegimeRepeatedReading,only_RegimeRepeatedReading,Regular,regime_plot,corrected_surp_p_val,corrected_prev_surp_p_val
0,1,1,3.67704343114131e-165,2.58823218998489e-27,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,3.67704343114131e-164,2.58823218998489e-26
1,2,2,2.3187992530979298e-158,1.85298178760426e-20,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,2.31879925309793e-157,1.85298178760426e-19
2,3,3,6.79555477991677e-161,1.46209540611499e-23,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,6.79555477991677e-160,1.46209540611499e-22
3,4,4,1.31867111972155e-173,3.76433040642201e-27,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.3186711197215502e-172,3.76433040642201e-26
4,5,5,4.75088797123593e-162,9.51713858406426e-27,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,4.75088797123593e-161,9.517138584064259e-26
5,6,6,4.86520446646302e-147,5.06256212143211e-22,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,4.86520446646302e-146,5.06256212143211e-21
6,7,7,8.649914027399041e-167,9.05168896104838e-26,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,8.64991402739904e-166,9.05168896104838e-25
7,8,8,2.3083956081984e-165,2.70596853606238e-29,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,2.3083956081984e-164,2.70596853606238e-28
8,9,9,2.06935737570604e-184,5.97958110953854e-18,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,2.06935737570604e-183,5.97958110953854e-17
9,10,10,5.42870425243224e-169,7.40829689436476e-26,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,5.42870425243224e-168,7.40829689436476e-25
10,11,11,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
11,12,12,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
12,13,13,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
13,14,14,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
