"","has_preview_condition","reread_condition","context_name_1","context_type_1","context_name_2","context_type_2","linear","delta_r_1","delta_r_2","diff_delta_r","delta_MSE_1","delta_MSE_2","diff_delta_MSE"
"1","Hunting",0,"P","standard_context","Q-P","regime_comtext","linear",0.0087947463016301,0.0100551382448199,0.00126039194318975,-28.6321319865256,-32.944775737591,-4.31264375106548
"2","Hunting",0,"P","standard_context","Q-P","regime_comtext","nonlinear",0.00971322421653653,0.0109055947393079,0.00119237052277132,-31.6988943876731,-35.8118656313072,-4.11297124363409
"3","Hunting",0,"P","standard_context","fillerQ-P","dots_control_context","linear",0.0087947463016301,0.00829411132908323,-0.000500634972546876,-28.6321319865256,-26.9641647652443,1.66796722128129
"4","Hunting",0,"P","standard_context","fillerQ-P","dots_control_context","nonlinear",0.00971322421653653,0.00965592184494182,-5.73023715947085e-05,-31.6988943876731,-31.5093998910452,0.189494496627958
"5","Hunting",0,"P","standard_context","textFillQ-P","text_control_context","linear",0.0087947463016301,0.00793942311245463,-0.000855323189175472,-28.6321319865256,-25.7833706843739,2.84876130215162
"6","Hunting",0,"P","standard_context","textFillQ-P","text_control_context","nonlinear",0.00971322421653653,0.00944159404834266,-0.00027163016819387,-31.6988943876731,-30.7956883196148,0.903206068058353
"7","Gathering",1,"P","standard_context","P-P","regime_comtext","linear",0.00783017378613693,0.000267763110454358,-0.00756241067568257,-20.9887274329631,-0.389735382110302,20.5989920508528
"8","Gathering",1,"P","standard_context","P-P","regime_comtext","nonlinear",0.00861779261247356,0.00339259090842073,-0.00522520170405283,-23.2194651954942,-7.52559258015026,15.6938726153439
"9","Gathering",1,"P","standard_context","fillerP-P","dots_control_context","linear",0.00783017378613693,0.00710249339945271,-0.000727680386684221,-20.9887274329631,-19.3846274974658,1.60409993549729
"10","Gathering",1,"P","standard_context","fillerP-P","dots_control_context","nonlinear",0.00861779261247356,0.00816752716650543,-0.000450265445968129,-23.2194651954942,-22.2857803945244,0.933684800969786
"11","Gathering",1,"P","standard_context","textFillP-P","text_control_context","linear",0.00783017378613693,0.00596734144063069,-0.00186283234550624,-20.9887274329631,-15.7455973099077,5.24313012305538
"12","Gathering",1,"P","standard_context","textFillP-P","text_control_context","nonlinear",0.00861779261247356,0.00685594756663269,-0.00176184504584087,-23.2194651954942,-18.0354687127128,5.18399648278137
"13","Hunting",1,"P","standard_context","Qfr-P-Q-P","regime_comtext","linear",0.00320774181165767,0.000395534890083857,-0.00281220692157381,-5.22823215005337,-0.420558887675725,4.80767326237765
"14","Hunting",1,"P","standard_context","Qfr-P-Q-P","regime_comtext","nonlinear",0.00401684433594308,-0.000214948554837377,-0.00423179289078046,-6.63110600480741,0.975048839675765,7.60615484448317
"15","Hunting",1,"P","standard_context","fillerQfr-fillerP-fillerQ-P","dots_control_context","linear",0.00320774181165767,0.00322317358574438,1.54317740867077e-05,-5.22823215005337,-5.29858046942809,-0.0703483193747161
"16","Hunting",1,"P","standard_context","fillerQfr-fillerP-fillerQ-P","dots_control_context","nonlinear",0.00401684433594308,0.00425371989134256,0.000236875555399474,-6.63110600480741,-7.03805465457299,-0.406948649765582
"17","Hunting",1,"P","standard_context","textFillQfr-textFillP-textFillQ-P","text_control_context","linear",0.00320774181165767,0.00343826957649161,0.00023052776483394,-5.22823215005337,-5.62737217002632,-0.399140019972947
"18","Hunting",1,"P","standard_context","textFillQfr-textFillP-textFillQ-P","text_control_context","nonlinear",0.00401684433594308,0.00441939625492578,0.000402551918982696,-6.63110600480741,-7.28004242878433,-0.64893642397692
"19","Gathering",1,"P","standard_context","instFirstReadP-P","prompt_regime_comtext","linear",0.00783017378613693,0.00603718269040607,-0.00179299109573086,-20.9887274329631,-16.0351953502723,4.9535320826908
"20","Gathering",1,"P","standard_context","instFirstReadP-P","prompt_regime_comtext","nonlinear",0.00861779261247356,0.00685313565522591,-0.00176465695724765,-23.2194651954942,-18.166193705727,5.05327148976721
"21","Hunting",0,"P","standard_context","instFirstReadP-Q-P","prompt_regime_comtext","linear",0.0087947463016301,0.0102134483354011,0.00141870203377101,-28.6321319865256,-33.4843809210415,-4.85224893451596
"22","Hunting",0,"P","standard_context","instFirstReadP-Q-P","prompt_regime_comtext","nonlinear",0.00971322421653653,0.011063819510277,0.00135059529374049,-31.6988943876731,-36.3575054789217,-4.65861109124853
"23","Gathering",1,"P","standard_context","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","linear",0.00783017378613693,0.000593311965996809,-0.00723686182014012,-20.9887274329631,-1.34081760533627,19.6479098276268
"24","Gathering",1,"P","standard_context","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","nonlinear",0.00861779261247356,0.00398307933377029,-0.00463471327870327,-23.2194651954942,-8.79090895300578,14.4285562424884
"25","Hunting",1,"P","standard_context","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","linear",0.00320774181165767,-0.000660479690443055,-0.00386822150210073,-5.22823215005337,1.18266246279472,6.4108946128481
"26","Hunting",1,"P","standard_context","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","nonlinear",0.00401684433594308,-0.00128639580717839,-0.00530324014312147,-6.63110600480741,2.39562107306028,9.02672707786769
