,Unnamed: 0,X,surp_p_val,prev_surp_p_val,has_preview_condition,reread_condition,linear,additive_model,context,context_type,regime_plot,exclude_RegimeRepeatedReading,only_RegimeRepeatedReading,Regular,filler_plot,corrected_surp_p_val,corrected_prev_surp_p_val
0,1,1,1.08843805965671e-151,3.4267666450572804e-21,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.08843805965671e-150,3.42676664505728e-20
1,2,2,2.90453029842801e-149,6.32579895292277e-30,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,2.90453029842801e-148,6.32579895292277e-29
2,3,3,2.4626597859816902e-157,2.34902112468155e-30,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,2.46265978598169e-156,2.3490211246815498e-29
3,4,4,2.9642355938644604e-155,2.5125461788287403e-31,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,2.9642355938644602e-154,2.5125461788287402e-30
4,5,5,1.76720264131401e-162,2.57124827677747e-24,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.76720264131401e-161,2.57124827677747e-23
5,6,6,1.17632563998168e-165,3.0882641585007497e-34,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.17632563998168e-164,3.08826415850075e-33
6,7,7,1.8920797205780097e-160,5.39694495524711e-27,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.8920797205780099e-159,5.396944955247109e-26
7,8,8,3.19973814267045e-154,2.80643986151022e-23,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,3.1997381426704504e-153,2.8064398615102197e-22
8,9,9,2.20986038525145e-161,6.45451871340321e-23,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,2.2098603852514502e-160,6.45451871340321e-22
9,10,10,3.0023883271081802e-180,1.4485465752622502e-25,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,3.0023883271081803e-179,1.4485465752622502e-24
10,11,11,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
11,12,12,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
12,13,13,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
13,14,14,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
14,15,15,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
15,16,16,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
16,17,17,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
17,18,18,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
18,19,19,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
19,20,20,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
20,21,21,3.25096811024745e-16,0.595801905400054,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,3.25096811024745e-15,1.0
21,22,22,1.6082232264886101e-19,0.256551209847241,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,1.6082232264886101e-18,1.0
22,23,23,8.7115135628081e-13,0.424553304982732,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,8.7115135628081e-12,1.0
23,24,24,5.12748544764443e-19,0.793355286186215,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,5.12748544764443e-18,1.0
24,25,25,2.26222075787389e-12,0.0167337488831165,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,2.26222075787389e-11,0.167337488831165
25,26,26,1.20928176491707e-20,0.0784170022011041,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,1.20928176491707e-19,0.784170022011041
26,27,27,8.362635857239959e-18,0.0104059365441342,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,8.362635857239958e-17,0.104059365441342
27,28,28,1.2592860000135499e-18,0.417695424923949,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,1.2592860000135499e-17,1.0
28,29,29,7.10182740714846e-17,0.0283384556260202,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,7.101827407148461e-16,0.283384556260202
29,30,30,3.47704720372425e-16,0.0135354971042012,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,3.47704720372425e-15,0.135354971042012
30,31,31,0.0,0.0009080677744532,Gathering,1,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.009080677744531999
31,32,32,0.0,0.0004053393849905,Gathering,1,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.004053393849904999
32,33,33,0.0,0.0,Gathering,1,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
33,34,34,0.0,5.73315903590332e-06,Gathering,1,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,5.73315903590332e-05
34,35,35,0.0,0.0380296932687408,Gathering,1,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.38029693268740794
35,36,36,0.0,0.0002827970285858,Gathering,1,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.002827970285858
36,37,37,0.0,6.70516968526158e-06,Gathering,1,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,6.705169685261579e-05
