"","m","upper","lower","norm_upper","norm_lower","w_norm_CI","w_new_CI","has_preview_condition","reread_condition","linear","new_p_val","n_sim"
"1",0.00125903154515319,0.00140753129644051,0.00109443812190343,0.00141083003242668,0.0011072330578797,0.000303596974546979,0.000313093174537083,"Gathering",0,"linear",0.001,1000
"2",0.00158273071612311,0.00173992069787728,0.00142595947369305,0.00173973550637814,0.00142572592586807,0.000314009580510062,0.000313961224184232,"Gathering",0,"nonlinear",0.001,1000
"3",0.000891519952294408,0.00103438193540797,0.000744550257962743,0.00103644951811951,0.000746590386469304,0.000289859131650208,0.000289831677445231,"Hunting",0,"linear",0.001,1000
"4",0.00118636897243458,0.00134526752941845,0.00103443444041097,0.00133987792384263,0.00103286002102652,0.000307017902816112,0.000310833089007476,"Hunting",0,"nonlinear",0.001,1000
