,Unnamed: 0,X,surp_p_val,prev_surp_p_val,has_preview_condition,reread_condition,linear,additive_model,context,context_type,filler_plot,exclude_RegimeRepeatedReading,only_RegimeRepeatedReading,Regular,regime_plot,corrected_surp_p_val,corrected_prev_surp_p_val
0,1,1,3.48634928376381e-170,3.55981422545613e-23,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,3.48634928376381e-169,3.55981422545613e-22
1,2,2,1.6038609591837298e-176,1.68347888803277e-25,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.6038609591837298e-175,1.68347888803277e-24
2,3,3,5.404489987924689e-178,1.95755033226306e-28,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,5.404489987924689e-177,1.9575503322630598e-27
3,4,4,3.78284535213084e-166,1.336938651237e-33,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,3.78284535213084e-165,1.336938651237e-32
4,5,5,1.30951500044739e-166,3.4463213942487904e-35,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.30951500044739e-165,3.4463213942487905e-34
5,6,6,3.0399852779908103e-151,1.7435190263094098e-26,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,3.03998527799081e-150,1.7435190263094098e-25
6,7,7,9.15646355727514e-166,4.43243833853386e-31,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,9.15646355727514e-165,4.43243833853386e-30
7,8,8,3.1390940700739e-176,9.625507707800679e-30,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,3.1390940700739e-175,9.625507707800679e-29
8,9,9,1.25788596194016e-174,1.21014012774464e-29,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.25788596194016e-173,1.21014012774464e-28
9,10,10,1.13709494662739e-184,7.99485250631471e-33,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.1370949466273899e-183,7.994852506314711e-32
10,11,11,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
