"time","surp_column","zoom_in","zoom_in_threshold","reread","reread_10_11","filter_hunting"
2024-08-19 12:19:33.124869,"EleutherAI-pythia-6.9b-Surprisal-Context-fillerP-P",FALSE,5.8992437362671,"1",FALSE,FALSE
2024-09-04 11:16:48.105485,"EleutherAI-pythia-6.9b-Surprisal-Context-fillerP-P",FALSE,5.93979110717774,"1",FALSE,FALSE
