"","has_preview_condition","reread_condition","context_name_1","context_type_1","context_name_2","context_type_2","linear","delta_r_1","delta_r_2","diff_delta_r","delta_MSE_1","delta_MSE_2","diff_delta_MSE"
"1","Hunting",0,"P","standard_context","Q-P","regime_comtext","linear",0.00812147658584084,0.00955816193403952,0.00143668534819869,-26.5264291680196,-31.303651426615,-4.77722225859543
"2","Hunting",0,"P","standard_context","Q-P","regime_comtext","nonlinear",0.00927489198854159,0.0104837672831271,0.00120887529458549,-30.3974109158789,-34.4252769096875,-4.02786599380852
"3","Hunting",0,"P","standard_context","fillerQ-P","dots_control_context","linear",0.00812147658584084,0.00766059887469453,-0.000460877711146307,-26.5264291680196,-25.0478700817384,1.47855908628117
"4","Hunting",0,"P","standard_context","fillerQ-P","dots_control_context","nonlinear",0.00927489198854159,0.00905658299165479,-0.000218308996886796,-30.3974109158789,-29.7309955241544,0.666415391724513
"5","Hunting",0,"P","standard_context","textFillQ-P","text_control_context","linear",0.00812147658584084,0.00733394401219203,-0.000787532573648803,-26.5264291680196,-23.6790652527725,2.84736391524712
"6","Hunting",0,"P","standard_context","textFillQ-P","text_control_context","nonlinear",0.00927489198854159,0.00915955402550048,-0.000115337963041112,-30.3974109158789,-29.7336421680302,0.663768747848735
"7","Gathering",1,"P","standard_context","P-P","regime_comtext","linear",0.00606314889342666,0.000566282334373641,-0.00549686655905302,-16.3637749686477,-1.30038471821172,15.063390250436
"8","Gathering",1,"P","standard_context","P-P","regime_comtext","nonlinear",0.00695330195505689,0.00300445527020823,-0.00394884668484866,-18.8048372172234,-7.23036402896469,11.5744731882587
"9","Gathering",1,"P","standard_context","fillerP-P","dots_control_context","linear",0.00606314889342666,0.0054055690549305,-0.000657579838496153,-16.3637749686477,-14.7742243431767,1.58955062547102
"10","Gathering",1,"P","standard_context","fillerP-P","dots_control_context","nonlinear",0.00695330195505689,0.00681237954185659,-0.000140922413200295,-18.8048372172234,-18.589873603707,0.214963613516375
"11","Gathering",1,"P","standard_context","textFillP-P","text_control_context","linear",0.00606314889342666,0.00520249711860266,-0.000860651774824001,-16.3637749686477,-13.7067878630278,2.65698710561992
"12","Gathering",1,"P","standard_context","textFillP-P","text_control_context","nonlinear",0.00695330195505689,0.00672653994288669,-0.000226762012170201,-18.8048372172234,-17.8412449060434,0.963592311180037
"13","Hunting",1,"P","standard_context","Qfr-P-Q-P","regime_comtext","linear",0.00345363975688599,6.99015013174986e-05,-0.00338373825556849,-5.66224464423249,-0.0872477476323184,5.57499689660017
"14","Hunting",1,"P","standard_context","Qfr-P-Q-P","regime_comtext","nonlinear",0.00363004281997099,0.000247919536530652,-0.00338212328344034,-5.860280057811,-0.162065682864522,5.69821437494647
"15","Hunting",1,"P","standard_context","fillerQfr-fillerP-fillerQ-P","dots_control_context","linear",0.00345363975688599,0.00322933878720112,-0.000224300969684871,-5.66224464423249,-5.29757508064176,0.364669563590724
"16","Hunting",1,"P","standard_context","fillerQfr-fillerP-fillerQ-P","dots_control_context","nonlinear",0.00363004281997099,0.00373281259168301,0.000102769771712016,-5.860280057811,-6.06298414117373,-0.202704083362732
"17","Hunting",1,"P","standard_context","textFillQfr-textFillP-textFillQ-P","text_control_context","linear",0.00345363975688599,0.00312033129158341,-0.000333308465302579,-5.66224464423249,-5.09798673534169,0.564257908890795
"18","Hunting",1,"P","standard_context","textFillQfr-textFillP-textFillQ-P","text_control_context","nonlinear",0.00363004281997099,0.00314964074238752,-0.000480402077583472,-5.860280057811,-4.9858426194678,0.874437438343193
