"","has_preview_condition","reread_condition","context_name_1","context_type_1","context_name_2","context_type_2","linear","delta_r_1","delta_r_2","diff_delta_r","delta_MSE_1","delta_MSE_2","diff_delta_MSE"
"13","Hunting",1,"P","standard_context","Qfr-P-Q-P","regime_comtext","linear",0.00286221978026771,-0.000358261639927387,-0.0032204814201951,-4.66865039144977,0.662768162785142,5.33141855423492
"14","Hunting",1,"P","standard_context","Qfr-P-Q-P","regime_comtext","nonlinear",0.00333570585772602,0.000594742236742801,-0.00274096362098322,-5.45889169734255,-0.766777534658104,4.69211416268445
"15","Hunting",1,"P","standard_context","fillerQfr-fillerP-fillerQ-P","dots_control_context","linear",0.00286221978026771,0.00235035785245385,-0.000511861927813856,-4.66865039144977,-3.81168930042986,0.856961091019912
"16","Hunting",1,"P","standard_context","fillerQfr-fillerP-fillerQ-P","dots_control_context","nonlinear",0.00333570585772602,0.00375039462797142,0.000414688770245392,-5.45889169734255,-6.12241504972917,-0.663523352386619
"17","Hunting",1,"P","standard_context","textFillQfr-textFillP-textFillQ-P","text_control_context","linear",0.00286221978026771,0.00233386000825665,-0.000528359772011058,-4.66865039144977,-3.75316354250026,0.915486848949513
"18","Hunting",1,"P","standard_context","textFillQfr-textFillP-textFillQ-P","text_control_context","nonlinear",0.00333570585772602,0.00389809719471501,0.000562391336988988,-5.45889169734255,-6.37022389599861,-0.911332198656055
"19","Gathering",1,"P","standard_context","instFirstReadP-P","prompt_regime_comtext","linear",0.00739098422708506,0.00698316402708712,-0.000407820199997938,-19.955405960447,-19.0883553664116,0.867050594035391
"20","Gathering",1,"P","standard_context","instFirstReadP-P","prompt_regime_comtext","nonlinear",0.00822030980057728,0.0075622278654266,-0.000658081935150684,-22.2918786936661,-20.4164614682541,1.87541722541209
"21","Hunting",0,"P","standard_context","instFirstReadP-Q-P","prompt_regime_comtext","linear",0.00880323628958612,0.00987655579213767,0.00107331950255155,-28.8767919147176,-32.6398911327851,-3.76309921806751
"22","Hunting",0,"P","standard_context","instFirstReadP-Q-P","prompt_regime_comtext","nonlinear",0.00955465396050414,0.0108533553801936,0.00129870141968944,-31.4002202595839,-35.9702188122956,-4.5699985527117
"23","Gathering",1,"P","standard_context","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","linear",0.00739098422708506,0.00108382523715188,-0.00630715898993318,-19.955405960447,-2.51951657253085,17.4358893879162
"24","Gathering",1,"P","standard_context","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","nonlinear",0.00822030980057728,0.00410664698181117,-0.00411366281876611,-22.2918786936661,-9.83905515991682,12.4528235337493
"25","Hunting",1,"P","standard_context","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","linear",0.00286221978026771,-0.000257452202976211,-0.00311967198324392,-4.66865039144977,0.483407546435046,5.15205793788482
"26","Hunting",1,"P","standard_context","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","nonlinear",0.00333570585772602,-0.000114231559996444,-0.00344993741772247,-5.45889169734255,0.43917597770087,5.89806767504342
"27","Hunting",0,"Q-P","regime_comtext","instFirstReadP-Q-P","prompt_regime_comtext","linear",0.00992973472441494,0.00987655579213767,-5.31789322772702e-05,-32.6980141300337,-32.6398911327851,0.0581229972485744
"28","Hunting",0,"Q-P","regime_comtext","instFirstReadP-Q-P","prompt_regime_comtext","nonlinear",0.0108464845468697,0.0108533553801936,6.87083332390204e-06,-35.8070392534446,-35.9702188122956,-0.16317955885097
"29","Gathering",1,"P-P","regime_comtext","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","linear",-7.72996796119529e-05,0.00108382523715188,0.00116112491676383,0.468237190791115,-2.51951657253085,-2.98775376332196
"30","Gathering",1,"P-P","regime_comtext","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","nonlinear",0.00377463199590442,0.00410664698181117,0.000332014985906751,-9.6534267587449,-9.83905515991682,-0.185628401171925
"31","Hunting",1,"Qfr-P-Q-P","regime_comtext","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","linear",0.000639628412057808,-0.000257452202976211,-0.000897080615034018,-0.876317909339377,0.483407546435046,1.35972545577442
"32","Hunting",1,"Qfr-P-Q-P","regime_comtext","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","nonlinear",0.0024671718427214,-0.000114231559996444,-0.00258140340271784,-3.90830034470582,0.43917597770087,4.34747632240669
