"","has_preview_condition","reread_condition","context_name_1","context_type_1","context_name_2","context_type_2","linear","delta_r_1","delta_r_2","diff_delta_r","delta_MSE_1","delta_MSE_2","diff_delta_MSE"
"1","Hunting",0,"P","standard_context","Q-P","regime_comtext","linear",0.00880323628958612,0.00992973472441494,0.00112649843482882,-28.8767919147176,-32.6980141300337,-3.82122221531608
"2","Hunting",0,"P","standard_context","Q-P","regime_comtext","nonlinear",0.00955465396050414,0.0108464845468697,0.00129183058636553,-31.4002202595839,-35.8070392534446,-4.40681899386072
"3","Hunting",0,"P","standard_context","fillerQ-P","dots_control_context","linear",0.00880323628958612,0.00819672570909541,-0.000606510580490716,-28.8767919147176,-26.8135360267697,2.06325588794789
"4","Hunting",0,"P","standard_context","fillerQ-P","dots_control_context","nonlinear",0.00955465396050414,0.00949894190671122,-5.57120537929279e-05,-31.4002202595839,-31.1891419711592,0.211078288424687
"5","Hunting",0,"P","standard_context","textFillQ-P","text_control_context","linear",0.00880323628958612,0.0081137891421775,-0.000689447147408623,-28.8767919147176,-26.4326555749285,2.44413633978911
"6","Hunting",0,"P","standard_context","textFillQ-P","text_control_context","nonlinear",0.00955465396050414,0.00956209526533727,7.44130483312788e-06,-31.4002202595839,-31.2806093388299,0.119610920753985
"7","Gathering",1,"P","standard_context","P-P","regime_comtext","linear",0.00739098422708506,0.000991143836904504,-0.00639984039018056,-19.955405960447,-2.42771283664479,17.5276931238022
"8","Gathering",1,"P","standard_context","P-P","regime_comtext","nonlinear",0.00822030980057728,0.00442649799564691,-0.00379381180493037,-22.2918786936661,-10.9401782945388,11.3517003991274
"9","Gathering",1,"P","standard_context","fillerP-P","dots_control_context","linear",0.00739098422708506,0.00688487600477222,-0.00050610822231284,-19.955405960447,-18.7070304594945,1.24837550095253
"10","Gathering",1,"P","standard_context","fillerP-P","dots_control_context","nonlinear",0.00822030980057728,0.00808373563485387,-0.000136574165723408,-22.2918786936661,-21.7716767751426,0.520201918523526
"11","Gathering",1,"P","standard_context","textFillP-P","text_control_context","linear",0.00739098422708506,0.00658659072917658,-0.000804393497908479,-19.955405960447,-17.6540310701166,2.30137489033041
"12","Gathering",1,"P","standard_context","textFillP-P","text_control_context","nonlinear",0.00822030980057728,0.00761047791129935,-0.000609831889277934,-22.2918786936661,-20.547791349818,1.74408734384815
