,has_preview_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,0,linear,9.452390632497479e-158,2.0909722400403892e-30,***,***,180,90,180,125,30,30
1,Gathering,0,nonlinear,0.0,0.0,***,***,260,90,260,125,30,30
2,Gathering,1,linear,3.7697575396279853e-10,0.04669021865698535,***,*,180,550,180,585,30,30
3,Gathering,1,nonlinear,0.0,0.0227448148511815,***,*,260,550,260,585,30,30
4,Hunting,0,linear,1.323458125809991e-97,6.97788631965994e-27,***,***,670,90,670,125,30,30
5,Hunting,0,nonlinear,0.0,0.0,***,***,750,90,750,125,30,30
6,Hunting,1,linear,0.0016796384227063428,0.40872360571177885,**,(.),670,550,670,585,30,30
7,Hunting,1,nonlinear,0.0016255019022005368,0.2616847879658446,**,(.),750,550,750,585,30,30
