,has_preview_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,0,linear,2.070685443756359e-124,2.6707911433124008e-17,***,***,180,90,180,125,30,30
1,Gathering,0,nonlinear,0.0,0.0,***,***,260,90,260,125,30,30
2,Gathering,1,linear,2.5012018678145273e-12,0.433736788888669,***,(.),180,550,180,585,30,30
3,Gathering,1,nonlinear,0.0,0.008091748627865587,***,**,260,550,260,585,30,30
4,Hunting,0,linear,2.0021664995600384e-74,7.782831759777753e-19,***,***,670,90,670,125,30,30
5,Hunting,0,nonlinear,0.0,0.0,***,***,750,90,750,125,30,30
6,Hunting,1,linear,0.004792064397953424,0.42753654967521804,**,(.),670,550,670,585,30,30
7,Hunting,1,nonlinear,0.0009267134758333756,0.08646608125685845,***,(.),750,550,750,585,30,30
