,has_preview_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,0,linear,2.373951890134935e-149,4.453856780509436e-20,***,***,180,90,180,125,30,30
1,Gathering,0,nonlinear,0.0,0.0,***,***,260,90,260,125,30,30
2,Gathering,1,linear,6.041358941788636e-12,0.08964899239127308,***,(.),180,550,180,585,30,30
3,Gathering,1,nonlinear,0.0,0.009261004574297054,***,**,260,550,260,585,30,30
4,Hunting,0,linear,5.50563666244505e-89,2.5069762991562572e-23,***,***,670,90,670,125,30,30
5,Hunting,0,nonlinear,0.0,0.0,***,***,750,90,750,125,30,30
6,Hunting,1,linear,0.0020764137009541554,0.2538001255750172,**,(.),670,550,670,585,30,30
7,Hunting,1,nonlinear,4.899796286917088e-05,0.18652251242494738,***,(.),750,550,750,585,30,30
