,has_preview_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,0,linear,3.580404022943967e-133,6.652477289367848e-20,***,***,180,90,180,125,30,30
1,Gathering,0,nonlinear,0.0,0.0,***,***,260,90,260,125,30,30
2,Gathering,1,linear,6.368663872525442e-12,0.38779891903363817,***,(.),180,550,180,585,30,30
3,Gathering,1,nonlinear,0.0,0.01122547528578098,***,*,260,550,260,585,30,30
4,Hunting,0,linear,2.940898720028358e-79,5.374173602331414e-16,***,***,670,90,670,125,30,30
5,Hunting,0,nonlinear,0.0,0.0,***,***,750,90,750,125,30,30
6,Hunting,1,linear,0.0074937172675504345,0.47349808966979656,**,(.),670,550,670,585,30,30
7,Hunting,1,nonlinear,0.0005610747478683442,0.09619306295247587,***,(.),750,550,750,585,30,30
