,has_preview_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,0,linear,2.5218021022433523e-148,2.0780340526847345e-22,***,***,180,90,180,125,30,30
1,Gathering,0,nonlinear,0.0,0.0,***,***,260,90,260,125,30,30
2,Gathering,1,linear,6.130833362479418e-14,0.30350483669160017,***,(.),180,550,180,585,30,30
3,Gathering,1,nonlinear,0.0,0.005384036868014406,***,**,260,550,260,585,30,30
4,Hunting,0,linear,6.17559335600925e-94,7.367298959545921e-25,***,***,670,90,670,125,30,30
5,Hunting,0,nonlinear,0.0,0.0,***,***,750,90,750,125,30,30
6,Hunting,1,linear,0.0004882839288467139,0.3359536769688694,***,(.),670,550,670,585,30,30
7,Hunting,1,nonlinear,0.0001835134894472926,0.20901858624481848,***,(.),750,550,750,585,30,30
