,has_preview_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,0,linear,6.481984500112157e-123,2.4819473295141045e-16,***,***,180,90,180,125,30,30
1,Gathering,0,nonlinear,0.0,0.0,***,***,260,90,260,125,30,30
2,Gathering,1,linear,3.097016513839298e-12,0.490000421475694,***,(.),180,550,180,585,30,30
3,Gathering,1,nonlinear,0.0,0.03174009419284316,***,*,260,550,260,585,30,30
4,Hunting,0,linear,3.1000350418838206e-82,9.68711871664388e-16,***,***,670,90,670,125,30,30
5,Hunting,0,nonlinear,0.0,0.0,***,***,750,90,750,125,30,30
6,Hunting,1,linear,0.000678786338420268,0.5625945229527577,***,(.),670,550,670,585,30,30
7,Hunting,1,nonlinear,0.001684377971930337,0.10865407244952588,**,(.),750,550,750,585,30,30
