,has_preview_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,0,linear,3.999508340645707e-101,1.0140010831539701e-15,***,***,180,90,180,125,30,30
1,Gathering,0,nonlinear,0.0,0.0,***,***,260,90,260,125,30,30
2,Gathering,1,linear,2.800047547206914e-07,0.3169128181688571,***,(.),180,550,180,585,30,30
3,Gathering,1,nonlinear,0.0,0.02128698139783726,***,*,260,550,260,585,30,30
4,Hunting,0,linear,1.4079619711511155e-53,1.0377183077267048e-15,***,***,670,90,670,125,30,30
5,Hunting,0,nonlinear,0.0,0.0,***,***,750,90,750,125,30,30
6,Hunting,1,linear,0.007193943618580082,0.6231525112852692,**,(.),670,550,670,585,30,30
7,Hunting,1,nonlinear,0.010398304602393686,0.058398615761355785,*,(.),750,550,750,585,30,30
