,has_preview_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,0,linear,6.245595116102294e-161,1.9602285416879817e-18,***,***,180,90,180,125,30,30
1,Gathering,0,nonlinear,0.0,0.0,***,***,260,90,260,125,30,30
2,Gathering,1,linear,2.594545739582768e-15,0.054974092601439394,***,(.),180,550,180,585,30,30
3,Gathering,1,nonlinear,0.0,0.02428555781235526,***,*,260,550,260,585,30,30
4,Hunting,0,linear,3.790042747077496e-93,4.220887151172697e-19,***,***,670,90,670,125,30,30
5,Hunting,0,nonlinear,0.0,0.0,***,***,750,90,750,125,30,30
6,Hunting,1,linear,0.0021667283566715627,0.4652223251594002,**,(.),670,550,670,585,30,30
7,Hunting,1,nonlinear,0.0009895595590570527,0.10315784656294788,***,(.),750,550,750,585,30,30
