,has_preview_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,0,linear,1.5540451087762598e-136,3.407605903226569e-22,***,***,180,90,180,125,30,30
1,Gathering,0,nonlinear,0.0,0.0,***,***,260,90,260,125,30,30
2,Gathering,1,linear,1.0312121447544879e-11,0.07125178862595334,***,(.),180,550,180,585,30,30
3,Gathering,1,nonlinear,0.0,0.0013857036387734327,***,**,260,550,260,585,30,30
4,Hunting,0,linear,3.316089216182454e-93,2.942566758879452e-25,***,***,670,90,670,125,30,30
5,Hunting,0,nonlinear,0.0,0.0,***,***,750,90,750,125,30,30
6,Hunting,1,linear,0.0034481212568851895,0.4844747625655055,**,(.),670,550,670,585,30,30
7,Hunting,1,nonlinear,0.0029021193387311203,0.18456324077453395,**,(.),750,550,750,585,30,30
