"time","surp_column","zoom_in","zoom_in_threshold","reread","reread_10_11","filter_hunting"
2024-09-04 09:43:07.836434,"facebook-opt-350m-Surprisal-Context-P",FALSE,6.75559854507446,"both",FALSE,FALSE
