,has_preview_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,0,linear,2.6580915612075846e-178,2.528790781960194e-21,***,***,180,90,180,125,30,30
1,Gathering,0,nonlinear,0.0,0.0,***,***,260,90,260,125,30,30
2,Gathering,1,linear,3.125276516256796e-13,0.08530092295584199,***,(.),180,550,180,585,30,30
3,Gathering,1,nonlinear,0.0,0.06682442153256721,***,(.),260,550,260,585,30,30
4,Hunting,0,linear,1.1075698258430874e-94,1.331898321433051e-26,***,***,670,90,670,125,30,30
5,Hunting,0,nonlinear,0.0,0.0,***,***,750,90,750,125,30,30
6,Hunting,1,linear,0.0022734287703004953,0.26932570532538774,**,(.),670,550,670,585,30,30
7,Hunting,1,nonlinear,0.00020061704932467883,0.34452684908660997,***,(.),750,550,750,585,30,30
