,has_preview_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,0,linear,6.076267095237253e-170,9.262376617912203e-23,***,***,180,90,180,125,30,30
1,Gathering,0,nonlinear,0.0,0.0,***,***,260,90,260,125,30,30
2,Gathering,1,linear,1.425308853200071e-10,0.058405277047221295,***,(.),180,550,180,585,30,30
3,Gathering,1,nonlinear,3.81045933584012e-08,0.013833883234383015,***,*,260,550,260,585,30,30
4,Hunting,0,linear,1.3119121253621257e-89,1.0144840171559684e-25,***,***,670,90,670,125,30,30
5,Hunting,0,nonlinear,0.0,0.0,***,***,750,90,750,125,30,30
6,Hunting,1,linear,0.0001463802065299427,0.40868996537403035,***,(.),670,550,670,585,30,30
7,Hunting,1,nonlinear,0.0004999513526762452,0.2173847079617409,***,(.),750,550,750,585,30,30
