,has_preview_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,0,linear,7.76448208651557e-201,6.55372424165429e-21,***,***,180,90,180,125,30,30
1,Gathering,0,nonlinear,0.0,0.0,***,***,260,90,260,125,30,30
2,Gathering,1,linear,4.303390703341963e-15,0.07200996488542404,***,(.),180,550,180,585,30,30
3,Gathering,1,nonlinear,0.0,0.016819973320566912,***,*,260,550,260,585,30,30
4,Hunting,0,linear,3.615137636633712e-126,2.3666112510344832e-26,***,***,670,90,670,125,30,30
5,Hunting,0,nonlinear,0.0,0.0,***,***,750,90,750,125,30,30
6,Hunting,1,linear,6.887367122435366e-05,0.10337829491769686,***,(.),670,550,670,585,30,30
7,Hunting,1,nonlinear,3.51251285309811e-05,0.01716392448387221,***,*,750,550,750,585,30,30
