,has_preview_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,corrected_surp_p_val,corrected_prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,0,linear,1.62783496883426e-212,1.6630251057513e-36,1.62783496883426e-211,1.6630251057512998e-35,***,***,180,90,180,125,30,30
1,Gathering,0,nonlinear,0.0,0.0,0.0,0.0,***,***,260,90,260,125,30,30
2,Gathering,1,linear,7.22180577881782e-23,0.0003621875360535,7.2218057788178205e-22,0.0036218753605350004,***,**,180,550,180,585,30,30
3,Gathering,1,nonlinear,0.0,3.77931095746353e-05,0.0,0.000377931095746353,***,***,260,550,260,585,30,30
4,Hunting,0,linear,2.7461349568084604e-149,1.67940517014346e-38,2.7461349568084604e-148,1.67940517014346e-37,***,***,670,90,670,125,30,30
5,Hunting,0,nonlinear,0.0,0.0,0.0,0.0,***,***,750,90,750,125,30,30
6,Hunting,1,linear,4.6496766580710905e-09,0.0014449440670631,4.649676658071091e-08,0.014449440670631,***,*,670,550,670,585,30,30
7,Hunting,1,nonlinear,0.0,0.0001084626308089,0.0,0.001084626308089,***,**,750,550,750,585,30,30
