,Unnamed: 0,surp_p_val,prev_surp_p_val,converged,has_preview_condition,reread_condition,linear,additive_model,corrected_surp_p_val,corrected_prev_surp_p_val
0,1,6.898415791552009e-216,6.0138990293915704e-21,True,Gathering,0,linear,True,6.898415791552009e-215,6.01389902939157e-20
1,2,5.07001847968232e-219,1.4511537574959099e-22,True,Gathering,0,linear,True,5.07001847968232e-218,1.4511537574959098e-21
2,3,2.1547999702666002e-242,2.3877365791958299e-26,True,Gathering,0,linear,True,2.1547999702666004e-241,2.38773657919583e-25
3,4,1.28780587341705e-222,6.65733118715705e-18,True,Gathering,0,linear,True,1.2878058734170498e-221,6.65733118715705e-17
4,5,2.7600479026992797e-216,2.3537524111204002e-24,True,Gathering,0,linear,True,2.7600479026992797e-215,2.3537524111204e-23
5,6,1.0147271596601098e-217,1.50915409560215e-22,True,Gathering,0,linear,True,1.0147271596601098e-216,1.5091540956021499e-21
6,7,7.73759341126315e-217,1.51762129138806e-27,True,Gathering,0,linear,True,7.73759341126315e-216,1.51762129138806e-26
7,8,3.2554204468486096e-222,5.41610568617232e-26,True,Gathering,0,linear,True,3.2554204468486097e-221,5.41610568617232e-25
8,9,1.07243044168399e-243,8.77335279941145e-26,True,Gathering,0,linear,True,1.07243044168399e-242,8.77335279941145e-25
9,10,5.46000447901746e-225,3.4062760170455097e-22,True,Gathering,0,linear,True,5.460004479017459e-224,3.40627601704551e-21
10,11,0.0,0.0,True,Gathering,0,nonlinear,True,0.0,0.0
11,12,0.0,0.0,True,Gathering,0,nonlinear,True,0.0,0.0
12,13,0.0,0.0,True,Gathering,0,nonlinear,True,0.0,0.0
13,14,0.0,0.0,True,Gathering,0,nonlinear,True,0.0,0.0
14,15,0.0,0.0,True,Gathering,0,nonlinear,True,0.0,0.0
15,16,0.0,0.0,True,Gathering,0,nonlinear,True,0.0,0.0
16,17,0.0,0.0,True,Gathering,0,nonlinear,True,0.0,0.0
17,18,0.0,0.0,True,Gathering,0,nonlinear,True,0.0,0.0
18,19,0.0,0.0,True,Gathering,0,nonlinear,True,0.0,0.0
19,20,0.0,0.0,True,Gathering,0,nonlinear,True,0.0,0.0
20,21,7.93533482438111e-24,0.0343598133435246,True,Gathering,1,linear,True,7.93533482438111e-23,0.34359813343524603
21,22,1.9774751049464002e-22,0.0036860233771571,True,Gathering,1,linear,True,1.9774751049464e-21,0.036860233771571
22,23,5.04982530356876e-25,0.0829732019880554,True,Gathering,1,linear,True,5.049825303568761e-24,0.829732019880554
23,24,1.38329998457438e-29,0.354385831615801,True,Gathering,1,linear,True,1.38329998457438e-28,1.0
24,25,3.3246532970526897e-18,0.0311960391864785,True,Gathering,1,linear,True,3.3246532970526897e-17,0.311960391864785
25,26,7.8375617253204695e-22,0.132018287569578,True,Gathering,1,linear,True,7.83756172532047e-21,1.0
26,27,3.9486418842616503e-20,0.110444665040135,True,Gathering,1,linear,True,3.9486418842616504e-19,1.0
27,28,5.22861731255947e-22,0.0413336692413945,True,Gathering,1,linear,True,5.2286173125594705e-21,0.413336692413945
28,29,8.48000520581798e-26,0.0716014623620637,True,Gathering,1,linear,True,8.480005205817981e-25,0.7160146236206371
29,30,4.0634513170742304e-20,0.0014015550355661,True,Gathering,1,linear,True,4.0634513170742305e-19,0.014015550355661
30,31,0.0,0.032656517615453,True,Gathering,1,nonlinear,True,0.0,0.32656517615452996
31,32,0.0,0.119402882083504,True,Gathering,1,nonlinear,True,0.0,1.0
32,33,0.0,0.0001849024040846,True,Gathering,1,nonlinear,True,0.0,0.001849024040846
33,34,0.0,0.0029037599308632,True,Gathering,1,nonlinear,True,0.0,0.029037599308632
34,35,0.0,0.0074756901154814,True,Gathering,1,nonlinear,True,0.0,0.074756901154814
35,36,0.0,0.0001705864628043,True,Gathering,1,nonlinear,True,0.0,0.001705864628043
36,37,0.0,0.11320617891464,True,Gathering,1,nonlinear,True,0.0,1.0
37,38,0.0,0.001445975246856,True,Gathering,1,nonlinear,True,0.0,0.01445975246856
38,39,0.0,0.0050481934923345,True,Gathering,1,nonlinear,True,0.0,0.050481934923345
39,40,0.0,0.0436361914572836,True,Gathering,1,nonlinear,True,0.0,0.43636191457283596
40,41,2.4648178914571702e-132,1.50141626331603e-24,True,Hunting,0,linear,True,2.4648178914571703e-131,1.50141626331603e-23
41,42,7.46493269536841e-138,8.650432664600209e-22,True,Hunting,0,linear,True,7.46493269536841e-137,8.650432664600208e-21
42,43,4.21143125380142e-133,6.78601942382498e-26,True,Hunting,0,linear,True,4.2114312538014195e-132,6.786019423824981e-25
43,44,1.4464205678205201e-133,1.8523643026541102e-25,True,Hunting,0,linear,True,1.4464205678205202e-132,1.8523643026541102e-24
44,45,1.43782603058982e-129,1.01063914461567e-21,True,Hunting,0,linear,True,1.43782603058982e-128,1.01063914461567e-20
45,46,3.24981639792311e-139,7.07402626370212e-26,True,Hunting,0,linear,True,3.24981639792311e-138,7.07402626370212e-25
46,47,3.1045895853598804e-132,1.65904059753353e-30,True,Hunting,0,linear,True,3.1045895853598805e-131,1.65904059753353e-29
47,48,3.28217289181334e-141,8.0081672452408e-29,True,Hunting,0,linear,True,3.28217289181334e-140,8.0081672452408e-28
48,49,8.97634455983156e-137,2.9143030771541697e-28,True,Hunting,0,linear,True,8.97634455983156e-136,2.9143030771541698e-27
49,50,1.1186388641514601e-144,5.50875141894804e-20,True,Hunting,0,linear,True,1.11863886415146e-143,5.50875141894804e-19
50,51,0.0,0.0,True,Hunting,0,nonlinear,True,0.0,0.0
51,52,0.0,0.0,True,Hunting,0,nonlinear,True,0.0,0.0
52,53,0.0,0.0,True,Hunting,0,nonlinear,True,0.0,0.0
53,54,0.0,0.0,True,Hunting,0,nonlinear,True,0.0,0.0
54,55,0.0,0.0,True,Hunting,0,nonlinear,True,0.0,0.0
55,56,0.0,0.0,True,Hunting,0,nonlinear,True,0.0,0.0
56,57,0.0,0.0,True,Hunting,0,nonlinear,True,0.0,0.0
57,58,0.0,0.0,True,Hunting,0,nonlinear,True,0.0,0.0
58,59,0.0,0.0,True,Hunting,0,nonlinear,True,0.0,0.0
59,60,0.0,0.0,True,Hunting,0,nonlinear,True,0.0,0.0
60,61,1.63801867654819e-05,0.0185532344540129,True,Hunting,1,linear,True,0.00016380186765481902,0.18553234454012899
61,62,6.75239360065525e-06,0.0246754176123388,True,Hunting,1,linear,True,6.75239360065525e-05,0.24675417612338799
62,63,1.0365254693691e-06,0.100071782808435,True,Hunting,1,linear,True,1.0365254693691e-05,1.0
63,64,0.0001056605295349,0.138852714565714,True,Hunting,1,linear,True,0.001056605295349,1.0
64,65,1.95157200336206e-08,0.393249346947311,True,Hunting,1,linear,True,1.9515720033620603e-07,1.0
65,66,1.86291717202101e-06,0.0268004755475006,True,Hunting,1,linear,True,1.86291717202101e-05,0.268004755475006
66,67,0.0001583405437167,0.0940219947035368,True,Hunting,1,linear,True,0.001583405437167,0.9402199470353679
67,68,3.92299886009517e-05,0.0262690622715426,True,Hunting,1,linear,True,0.000392299886009517,0.262690622715426
68,69,4.99262074370209e-08,0.520357562731114,True,Hunting,1,linear,True,4.99262074370209e-07,1.0
69,70,3.34701591956163e-08,0.0857639469677979,True,Hunting,1,linear,True,3.34701591956163e-07,0.857639469677979
70,71,1.97146000679993e-06,0.0965548224996087,True,Hunting,1,nonlinear,True,1.97146000679993e-05,0.965548224996087
71,72,0.0,0.0263116546643714,True,Hunting,1,nonlinear,True,0.0,0.263116546643714
72,73,2.39463378404192e-06,0.0907776094836365,True,Hunting,1,nonlinear,True,2.39463378404192e-05,0.907776094836365
73,74,3.59608529282296e-06,0.0080152379914135,True,Hunting,1,nonlinear,True,3.59608529282296e-05,0.080152379914135
74,75,1.04839136005896e-06,0.0446477435004796,True,Hunting,1,nonlinear,True,1.0483913600589601e-05,0.446477435004796
75,76,4.53585576568605e-05,0.0114766714560219,True,Hunting,1,nonlinear,True,0.000453585576568605,0.114766714560219
76,77,8.68522834707175e-07,0.0104342192851126,True,Hunting,1,nonlinear,True,8.68522834707175e-06,0.104342192851126
77,78,2.42188667033405e-05,0.0031708526396649,True,Hunting,1,nonlinear,True,0.000242188667033405,0.031708526396649
78,79,1.92324213305062e-06,0.0449540242236367,True,Hunting,1,nonlinear,True,1.9232421330506198e-05,0.449540242236367
79,80,4.38094481221563e-05,7.03989055297893e-05,True,Hunting,1,nonlinear,True,0.000438094481221563,0.0007039890552978929
