,has_preview_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,0,linear,8.62328233780854e-86,1.6914292951930482e-10,***,***,180,90,180,125,30,30
1,Gathering,0,nonlinear,0.0,0.0,***,***,260,90,260,125,30,30
2,Gathering,1,linear,3.9150580792424834e-10,0.007822978555215679,***,**,180,550,180,585,30,30
3,Gathering,1,nonlinear,1.59174475211632e-08,0.005685941496475341,***,**,260,550,260,585,30,30
4,Hunting,0,linear,1.1555975601011e-72,2.587471528178882e-14,***,***,670,90,670,125,30,30
5,Hunting,0,nonlinear,0.0,0.0,***,***,750,90,750,125,30,30
6,Hunting,1,linear,0.00038125060384381704,0.3860649065048777,***,(.),670,550,670,585,30,30
7,Hunting,1,nonlinear,0.008542709845301042,0.23666102123885674,**,(.),750,550,750,585,30,30
