,has_preview_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,0,linear,0.0,4.0102610813844416e-114,***,***,180,90,180,125,30,30
1,Gathering,0,nonlinear,0.0,0.0,***,***,260,90,260,125,30,30
2,Gathering,1,linear,3.130267531725005e-30,5.717612017468753e-09,***,***,180,550,180,585,30,30
3,Gathering,1,nonlinear,0.0,4.0217424286392786e-07,***,***,260,550,260,585,30,30
4,Hunting,0,linear,2.4803041039185264e-225,1.1902284970866563e-82,***,***,670,90,670,125,30,30
5,Hunting,0,nonlinear,0.0,0.0,***,***,750,90,750,125,30,30
6,Hunting,1,linear,1.6339109280649832e-09,0.004587529086934498,***,**,670,550,670,585,30,30
7,Hunting,1,nonlinear,4.889714516230079e-05,0.0017724665467903748,***,**,750,550,750,585,30,30
