,has_preview_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,corrected_surp_p_val,corrected_prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,0,linear,6.371899347145059e-103,1.4044680284273e-17,6.371899347145059e-102,1.4044680284273e-16,***,***,180,90,180,125,30,30
1,Gathering,0,nonlinear,0.0,0.0,0.0,0.0,***,***,260,90,260,125,30,30
2,Gathering,1,linear,1.4576616858490998e-12,0.000336586540166,1.4576616858491e-11,0.0033658654016599995,***,**,180,550,180,585,30,30
3,Gathering,1,nonlinear,0.0,2.79089108998765e-05,0.0,0.00027908910899876503,***,***,260,550,260,585,30,30
4,Hunting,0,linear,7.41893036225725e-83,5.469999322617889e-30,7.418930362257249e-82,5.469999322617889e-29,***,***,670,90,670,125,30,30
5,Hunting,0,nonlinear,0.0,0.0,0.0,0.0,***,***,750,90,750,125,30,30
6,Hunting,1,linear,3.06971732891009e-08,0.0150776097514794,3.0697173289100903e-07,0.150776097514794,***,(.),670,550,670,585,30,30
7,Hunting,1,nonlinear,1.5314844704073e-06,0.0113369918279242,1.5314844704073e-05,0.113369918279242,***,(.),750,550,750,585,30,30
