,has_preview_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,0,linear,1.0538770318509622e-216,6.663984265615438e-19,***,***,180,90,180,125,30,30
1,Gathering,0,nonlinear,0.0,0.0,***,***,260,90,260,125,30,30
2,Gathering,1,linear,3.406287119611571e-19,0.08634005487597537,***,(.),180,550,180,585,30,30
3,Gathering,1,nonlinear,0.0,0.032613087772330455,***,*,260,550,260,585,30,30
4,Hunting,0,linear,1.4439613208054423e-130,5.6965022226877564e-21,***,***,670,90,670,125,30,30
5,Hunting,0,nonlinear,0.0,0.0,***,***,750,90,750,125,30,30
6,Hunting,1,linear,3.2936599694674525e-05,0.14286155386093036,***,(.),670,550,670,585,30,30
7,Hunting,1,nonlinear,1.2518920789383886e-05,0.03364132346494756,***,*,750,550,750,585,30,30
