,has_preview_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,0,linear,3.773647128023791e-80,5.554758998997925e-17,***,***,180,90,180,125,30,30
1,Gathering,0,nonlinear,0.0,0.0,***,***,260,90,260,125,30,30
2,Gathering,1,linear,1.1759530614432409e-08,0.0841941152968915,***,(.),180,550,180,585,30,30
3,Gathering,1,nonlinear,3.36667414280178e-08,0.1401809184557534,***,(.),260,550,260,585,30,30
4,Hunting,0,linear,2.8202763154656176e-56,3.831883752525886e-18,***,***,670,90,670,125,30,30
5,Hunting,0,nonlinear,0.0,0.0,***,***,750,90,750,125,30,30
6,Hunting,1,linear,0.007253183237938249,0.337312325842411,**,(.),670,550,670,585,30,30
7,Hunting,1,nonlinear,0.000382425140834698,0.274185954524319,***,(.),750,550,750,585,30,30
