"","m","upper","lower","ttest_pval","has_preview_condition","reread_condition","linear","new_p_val","n_sim"
"1",0.000854419077194006,0.000963277727375276,0.000745560427012735,0,"Gathering",0,"linear",0,20000
"2",0.0011111350463567,0.00122645113747223,0.000995818955241168,0,"Gathering",0,"nonlinear",0,20000
"3",0.000295226841040484,0.000491553597566612,9.89000845143566e-05,0,"Gathering",1,"linear",0.0032,20000
"4",0.000541404740170889,0.000751847822233276,0.000330961658108502,0,"Gathering",1,"nonlinear",0.0032,20000
"5",0.000793345902903417,0.000906741006251651,0.000679950799555184,0,"Hunting",0,"linear",0,20000
"6",0.00100299398288921,0.00112808043481842,0.000877907530960001,0,"Hunting",0,"nonlinear",0,20000
"7",0.000334425383151649,0.000547868732226298,0.000120982034077001,0,"Hunting",1,"linear",0.0023,20000
"8",0.000393699906083944,0.000628200677286996,0.000159199134880891,0,"Hunting",1,"nonlinear",0.0023,20000
