,has_preview_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,corrected_surp_p_val,corrected_prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,0,linear,7.63385401228655e-95,5.03313138428547e-26,7.63385401228655e-94,5.0331313842854695e-25,***,***,180,90,180,125,30,30
1,Gathering,0,nonlinear,0.0,0.0,0.0,0.0,***,***,260,90,260,125,30,30
2,Gathering,1,linear,1.96101690177853e-11,0.0032321903873809,1.96101690177853e-10,0.032321903873809,***,*,180,550,180,585,30,30
3,Gathering,1,nonlinear,0.0,9.39855108071375e-05,0.0,0.0009398551080713751,***,***,260,550,260,585,30,30
4,Hunting,0,linear,1.28049226432052e-60,5.527593786519189e-30,1.2804922643205198e-59,5.52759378651919e-29,***,***,670,90,670,125,30,30
5,Hunting,0,nonlinear,0.0,0.0,0.0,0.0,***,***,750,90,750,125,30,30
6,Hunting,1,linear,4.408667732843821e-09,0.0060043694515033,4.4086677328438206e-08,0.060043694515033,***,(.),670,550,670,585,30,30
7,Hunting,1,nonlinear,1.00718454720816e-06,0.004172828789427,1.0071845472081601e-05,0.04172828789427,***,*,750,550,750,585,30,30
