"time","surp_column","zoom_in","zoom_in_threshold","reread","reread_10_11","filter_hunting"
2024-08-19 15:23:26.73133,"EleutherAI-pythia-70m-Surprisal-Context-ArticleQfrP-pastQP-Q-P",TRUE,0.305924957990647,1,TRUE,FALSE
2024-09-03 19:30:37.324852,"EleutherAI-pythia-70m-Surprisal-Context-ArticleQfrP-pastQP-Q-P",TRUE,0.305924957990647,1,TRUE,FALSE
